#Table1
u,g,r,i,z,class,z1,zerr
18.86017,16.98602,15.97656,15.50947,15.14302,GALAXY,0.1024863,1.852589E-05
18.24369,16.134,15.09222,14.61932,14.25945,GALAXY,0.07745785,1.729356E-05
19.5097,18.27164,17.57825,17.16244,16.93694,GALAXY,0.1657125,1.001918E-05
19.10407,17.85787,17.30533,16.94338,16.80528,GALAXY,0.0940894,9.893686E-06
19.39196,18.35336,17.96621,17.77748,17.68031,STAR,-0.0006313623,2.580287E-05
19.51254,19.443,19.09202,18.97324,18.983,QSO,1.248427,0.0003106452
18.90263,17.10144,16.14191,15.71931,15.3555,GALAXY,0.11257,1.910464E-05
19.02156,17.52189,16.74251,16.34574,16.03852,GALAXY,0.09126868,2.315831E-05
16.35057,14.88963,14.44276,14.35815,14.11339,STAR,-0.000205183,6.689362E-06
17.66237,16.17385,15.66741,15.56811,15.2616,STAR,1.245063E-05,8.506984E-06
19.1588,17.7539,17.25842,17.03615,16.7552,STAR,-0.0002082094,1.05508E-05
18.8884,18.41749,18.45992,18.5197,18.75992,STAR,2.236747E-05,4.856002E-05
19.29479,18.41883,18.12989,18.00811,18.00114,STAR,-0.00169061,1.912595E-05
19.59998,18.43807,18.41683,18.42797,18.48939,STAR,-1.334163E-05,2.541892E-05
18.2635,16.21304,15.10894,14.53399,14.1264,GALAXY,0.03119766,1.231176E-05
19.24023,18.09154,17.57446,17.3603,17.25669,STAR,-0.0007500355,1.041517E-05
18.07489,17.07639,16.80451,16.52571,16.4515,GALAXY,0.04695018,9.469619E-06
18.93321,17.82597,17.38915,17.09839,16.96733,GALAXY,0.08805176,6.961922E-06
17.76455,15.87822,15.48249,15.09206,14.82012,STAR,-6.183363E-05,7.058503E-06
17.70749,16.01193,15.19212,14.74231,14.37466,GALAXY,0.03650779,1.381779E-05
17.94645,16.26037,15.38682,14.90934,14.56094,GALAXY,0.03263065,1.38942E-05
19.26831,17.34239,16.39989,15.97774,15.62188,GALAXY,0.09734973,1.947406E-05
19.16771,18.06949,17.57951,17.27221,17.11302,GALAXY,0.05265789,8.010773E-06
17.85028,16.92859,16.65457,16.52663,16.4909,STAR,-0.0002265138,8.273213E-06
18.91832,17.59052,17.10719,16.93066,16.85871,STAR,-0.0001299877,1.121517E-05
19.4673,18.22537,17.61205,17.23314,17.07587,GALAXY,0.09017539,8.632755E-06
19.09577,17.67936,16.93333,16.47351,16.14004,GALAXY,0.04615451,9.33652E-06
17.59746,15.71354,14.82724,14.41238,14.08283,GALAXY,0.03992731,1.139347E-05
17.67906,16.57234,16.07127,15.7325,15.51834,GALAXY,0.04939615,5.861015E-06
18.7395,17.71224,17.41208,17.10857,16.99577,GALAXY,0.05553506,5.411454E-06
19.27365,17.74748,16.88988,16.41383,16.1017,GALAXY,0.1346108,9.289056E-06
18.6868,17.77883,17.56924,17.49051,17.48786,STAR,-0.000928709,1.471714E-05
17.83953,16.54719,16.5792,16.64851,16.69571,STAR,-0.001203972,4.287539E-06
18.26258,17.35306,17.04602,16.91984,16.86508,STAR,-0.0002504339,9.041221E-06
18.72728,17.75995,17.40176,17.25802,17.20374,STAR,4.970769E-05,1.621829E-05
19.4338,18.02598,17.42172,17.09352,16.86537,GALAXY,0.03221757,1.662427E-05
18.0133,17.08086,16.70308,16.53617,16.44853,STAR,-0.0003963811,8.272953E-06
18.83552,17.86878,17.57705,17.45517,17.44325,STAR,-0.0002968014,1.088448E-05
19.29711,18.42258,18.10157,17.97948,17.89849,STAR,-0.0004995635,1.546396E-05
19.00471,18.10262,17.57352,17.5256,17.16612,STAR,-0.0003079991,2.282603E-05
19.44536,17.64752,17.01747,16.78209,16.60045,STAR,-0.000476973,8.203479E-06
18.88246,16.94995,16.02014,15.54639,15.15821,GALAXY,0.06243829,1.416107E-05
19.48384,17.93511,17.26006,16.99427,16.8651,STAR,-0.0006121133,1.186179E-05
19.33352,17.93603,17.24094,16.85153,16.57619,GALAXY,0.08412722,1.075422E-05
17.02011,15.72508,15.59324,15.2601,15.03967,STAR,-0.0001157607,8.960238E-06
18.66149,17.4373,16.93293,16.55638,16.40324,GALAXY,0.08448749,6.46488E-06
19.53349,19.38813,19.40368,19.16638,19.19359,QSO,1.851299,0.0003183808
18.47706,17.27974,16.76217,16.46637,16.26019,GALAXY,0.05060085,1.053548E-05
19.32656,17.94616,17.21524,16.70732,16.42278,GALAXY,0.0859503,7.033487E-06
17.41777,16.62542,16.4001,16.2057,16.08113,GALAXY,0.03719167,5.150751E-06
19.3005,18.10673,18.16079,18.24458,18.33518,STAR,-0.001072786,1.100539E-05
18.88707,17.52028,16.99027,16.77572,16.65369,STAR,-0.0003913114,9.268103E-06
19.15204,17.16517,16.18127,15.74909,15.35297,GALAXY,0.08889099,2.176815E-05
19.37469,18.93369,18.58679,18.46327,18.43039,QSO,1.311327,0.0003513432
17.71512,16.59102,16.57721,16.61931,16.69343,STAR,-0.0007081924,6.177541E-06
17.32362,16.18646,16.3427,16.5002,16.56674,STAR,-0.0005932886,2.896812E-06
16.86352,15.05857,14.17579,13.75306,13.42747,GALAXY,0.04891842,1.135347E-05
18.18652,17.06804,16.74357,16.51476,16.35148,GALAXY,0.04137972,7.158963E-06
18.76783,17.87275,17.4817,17.31034,17.2422,STAR,-0.001033948,1.260105E-05
19.36325,17.91646,17.38129,17.19427,17.04445,STAR,-7.983708E-05,1.417533E-05
18.88882,17.90102,17.58089,17.46802,17.44094,STAR,-0.0003791642,1.060311E-05
18.47357,16.56962,15.69897,15.2963,14.97236,GALAXY,0.05073528,1.002017E-05
16.82085,16.70701,16.46615,15.99975,15.99312,QSO,0.1194492,4.315515E-05
18.69793,17.61785,17.24453,17.02754,16.88275,GALAXY,0.03385164,5.07759E-06
19.28662,17.58435,16.6657,16.19761,15.8707,GALAXY,0.1378369,1.601169E-05
18.20885,16.81658,16.16283,15.75387,15.49921,GALAXY,0.05927152,6.510449E-06
16.77206,16.8839,17.30099,17.55021,17.78931,QSO,5.239838,0.0005007889
19.29701,18.11738,18.31039,18.49796,18.62253,GALAXY,0,0
19.55625,18.56316,18.21219,18.04073,17.93994,STAR,0.0004576204,2.43933E-05
18.17103,16.74062,16.14993,15.91876,15.79278,STAR,0.0002110432,9.167335E-06
19.4968,18.11889,17.41689,17.00097,16.71011,GALAXY,0.06043878,9.422852E-06
18.04977,17.07143,16.86983,16.81841,16.8287,STAR,-0.000522383,9.358595E-06
18.5705,17.37487,16.85509,16.62693,16.50366,STAR,3.106894E-05,1.125192E-05
17.55666,16.48529,16.11691,15.95946,15.93182,STAR,-0.0003179576,9.321441E-06
18.25812,17.1615,16.7637,16.6154,16.54988,STAR,-1.118508E-05,1.099841E-05
16.78294,15.24964,14.62704,14.29256,14.03665,GALAXY,0.03413701,1.380722E-05
18.89103,17.78489,17.30407,17.05028,16.81943,GALAXY,0.03382966,9.889097E-06
19.53893,18.89416,18.18911,17.61679,17.2994,QSO,0.2417381,4.30913E-05
19.20283,18.04956,17.32292,16.89631,16.62427,GALAXY,0.1504624,1.189305E-05
19.49366,18.56413,18.23211,18.08549,18.04925,STAR,-0.0004234383,1.451044E-05
18.12099,17.11362,16.77756,16.62211,16.58521,STAR,-0.0002286131,1.173548E-05
17.6867,16.55054,16.09487,15.8504,15.62863,GALAXY,0.03145551,5.4077E-06
19.46085,18.42802,18.31088,18.30478,18.31677,STAR,-0.00117277,1.833217E-05
19.33211,18.23493,17.79449,17.52568,17.29695,GALAXY,0.05931833,9.42417E-06
18.76812,17.39004,16.50059,16.05275,15.75561,GALAXY,0.1360609,2.155213E-05
18.89651,17.74275,17.3143,17.14128,17.10014,STAR,-0.0004745273,1.183625E-05
17.34488,16.0836,15.54574,15.3113,15.19788,STAR,-0.0001530897,1.141267E-05
18.3255,17.33751,16.94552,16.80806,16.73042,STAR,0.000306698,1.326759E-05
18.56116,17.5166,17.20933,17.0854,17.07645,STAR,7.875752E-05,1.079513E-05
18.03046,16.12902,15.22577,14.77905,14.44414,GALAXY,0.06298964,1.19389E-05
19.19677,17.62395,16.96251,16.6471,16.48425,STAR,-0.0004048055,1.325887E-05
17.04566,15.77741,15.27926,15.0851,14.99177,STAR,-2.056177E-05,7.634645E-06
18.29656,17.18849,17.07025,17.0459,17.08474,STAR,-0.0004191664,1.272551E-05
18.99732,17.55034,16.92463,16.58108,16.51246,STAR,-0.0004498771,8.620644E-06
19.3887,18.97876,18.83134,18.70734,18.67155,QSO,0.6801823,0.0001748846
19.05261,17.61267,16.6336,16.14062,15.80578,GALAXY,0.1501499,1.734934E-05
19.33513,17.41946,16.57194,16.17516,15.83845,GALAXY,0.03706887,1.60084E-05
19.27357,17.82382,17.18888,16.92976,16.7779,STAR,-0.001021762,1.091362E-05
19.50684,18.06348,17.46286,17.23795,17.09081,STAR,0.000171207,1.048016E-05
18.67406,17.74557,17.41611,17.30288,17.25495,STAR,-0.0007940283,1.676984E-05
17.26344,16.15907,15.67791,15.55966,15.51408,STAR,-0.0006903861,1.054401E-05
17.52235,16.51322,16.19074,16.06159,16.01373,STAR,-0.0001812203,1.026577E-05
18.46079,16.55074,15.84609,15.60042,15.51093,STAR,-0.0002002302,6.389147E-06
18.77961,16.76985,15.79504,15.32467,14.94125,GALAXY,0.0637351,1.304422E-05
19.20073,18.89199,19.16409,19.37217,19.55825,STAR,9.121403E-05,4.007886E-05
19.44322,18.502,17.7989,17.40041,17.22843,GALAXY,0.1904384,7.306002E-06
17.44941,15.94409,15.17908,14.75571,14.41253,GALAXY,0.04094931,1.079784E-05
19.4048,18.40823,17.94294,17.74464,17.65559,STAR,-6.506348E-05,1.207757E-05
18.69817,17.40147,16.78836,16.3757,16.10946,GALAXY,0.04115211,8.800988E-06
17.97124,17.82222,17.82584,18.02029,17.94781,QSO,0.7790595,0.0001192166
18.36297,17.32679,17.12513,17.05842,17.04552,STAR,0.0001322263,7.964167E-06
19.39831,18.7266,18.49488,18.25947,18.20843,QSO,0.5223013,5.846926E-05
18.19384,16.49179,15.68751,15.25243,14.92988,GALAXY,0.05215552,1.14001E-05
18.08432,16.62874,16.10151,15.92154,15.83913,STAR,0.0001154919,9.589143E-06
16.51279,15.23632,14.7894,14.64607,14.60695,STAR,-1.134632E-05,8.349689E-06
17.93544,17.71893,17.49825,17.48001,17.4681,QSO,1.291205,0.0001371857
19.23903,18.0476,17.24049,16.78965,16.5077,GALAXY,0.1780233,1.791196E-05
19.44537,17.65007,16.73675,16.24927,15.87953,GALAXY,0.05996151,1.86647E-05
18.33104,17.0661,16.52872,16.31086,16.22041,STAR,-0.0002824635,8.754929E-06
18.69437,18.42682,18.31702,18.12096,18.1496,QSO,1.575583,0.0002452328
17.53426,16.78265,16.58152,16.3353,16.12783,GALAXY,0.03471604,7.405453E-06
17.52902,16.58846,16.35903,16.28434,16.28671,STAR,-0.0002566381,8.107809E-06
18.6131,17.09352,16.56076,16.37314,16.32862,STAR,-7.715696E-05,9.225287E-06
17.91084,16.67815,16.53627,16.50248,16.53685,STAR,-0.0005766689,1.078629E-05
17.91309,16.55898,16.00397,15.75801,15.62078,STAR,-0.001250908,1.008147E-05
18.07078,16.8459,17.04369,17.18349,17.26815,STAR,-0.0001786648,7.573722E-06
19.48195,17.85676,17.05355,16.62992,16.34762,GALAXY,0.09023718,2.93873E-05
18.18717,17.00465,16.48677,16.27565,16.16892,STAR,-0.0001497332,1.030177E-05
18.21466,16.8295,16.20303,15.83678,15.5863,GALAXY,0.07207134,1.272585E-05
18.81132,17.63775,17.03181,16.60396,16.358,GALAXY,0.05235712,7.385634E-06
19.33883,17.80583,17.01326,16.59489,16.261,GALAXY,0.0986613,2.050462E-05
17.08362,15.39187,14.8148,14.62852,14.54536,STAR,-0.0001094331,8.236781E-06
17.45629,16.20977,16.18133,16.19234,16.20885,STAR,0.0001585542,8.294479E-06
17.30644,15.43272,14.53064,14.01106,13.63246,GALAXY,0.0372185,7.031763E-06
19.13994,18.1168,17.78471,17.71167,17.67722,STAR,-0.0005078592,1.2508E-05
19.47611,17.6089,16.61027,16.05041,15.6327,GALAXY,0.1174917,3.258244E-05
18.58867,16.47628,15.55629,15.12937,15.07083,STAR,-0.0002195133,6.236761E-06
18.96429,17.03159,16.12863,15.72343,15.37803,GALAXY,0.05982332,1.186315E-05
19.42037,18.0022,17.39536,17.11713,16.98622,STAR,-0.001128825,1.076337E-05
15.45461,15.73087,16.21984,16.53895,16.85301,STAR,1.817492E-05,1.595284E-05
19.04084,17.821,17.29685,16.95141,16.70118,GALAXY,0.05766923,7.905143E-06
19.08842,17.66683,17.13464,16.94077,16.86097,STAR,-5.358879E-05,9.850829E-06
16.47701,15.42853,14.98834,14.79885,14.73532,STAR,-0.0003216245,7.811255E-06
17.55202,16.36665,16.34519,16.36548,16.41781,STAR,4.323042E-05,7.051292E-06
19.00274,17.62496,17.08767,16.90837,16.8276,STAR,-1.20251E-05,8.587123E-06
19.57074,18.37819,17.53431,17.09958,16.83378,GALAXY,0.1680931,1.579786E-05
19.34386,17.79686,17.14431,16.88293,16.73898,STAR,-0.0005026127,1.033545E-05
19.1335,17.76042,16.98816,16.59411,16.30028,GALAXY,0.08052786,1.424264E-05
19.43212,18.21897,17.73792,17.39316,17.18368,GALAXY,0.08126467,1.466465E-05
17.98819,17.06849,16.73887,16.6067,16.58262,STAR,-0.0009856997,1.152145E-05
18.41795,16.3855,15.42238,14.96708,14.62531,GALAXY,0.07377164,1.393955E-05
19.05576,18.0694,17.74807,17.62243,17.57649,STAR,-0.0003701425,9.407905E-06
17.34761,16.30982,15.95244,15.80472,15.77447,STAR,-0.0002206272,8.193867E-06
16.7137,15.80152,15.50367,15.3941,15.35809,STAR,-0.000410729,7.221316E-06
19.49284,17.85688,17.23379,17.01348,16.92167,STAR,-0.0001601048,8.160329E-06
19.09569,18.10697,17.88043,17.78874,17.77855,STAR,-0.001235871,1.491846E-05
17.93746,16.80891,16.70967,16.71337,16.74146,STAR,0.0001613787,1.23553E-05
18.79133,17.30678,16.77931,16.5993,16.53058,STAR,-0.0001413029,9.391566E-06
17.13356,15.55389,15.01787,14.84663,14.77327,STAR,-6.415822E-05,7.949567E-06
16.93202,15.60983,15.03974,14.78771,14.67175,STAR,0.0002589396,8.216039E-06
17.4214,15.84278,15.13672,14.81374,14.64923,STAR,-0.0004379284,1.117214E-05
18.4409,16.56089,15.58011,15.12925,14.73629,GALAXY,0.1009354,2.220603E-05
18.49125,16.69278,15.91831,15.59574,15.37552,STAR,-0.0002528757,7.998464E-06
19.13853,17.70413,17.08914,16.78196,16.57203,GALAXY,0.04194733,1.49001E-05
17.67871,16.22449,15.63048,15.4099,15.28053,STAR,-0.0002264116,7.954878E-06
19.28308,18.26061,17.69588,17.35788,17.23832,GALAXY,0.1535962,1.072294E-05
19.59026,19.45603,19.35711,19.0844,18.97395,QSO,1.905629,0.000405432
19.43652,17.58174,16.8048,16.40122,16.24521,STAR,-9.861205E-05,7.272637E-06
18.02321,17.84909,17.52994,17.46579,17.49992,QSO,1.301318,0.0001942799
17.65001,16.67555,16.33529,16.20122,16.14662,STAR,-0.0005472529,1.021454E-05
18.76329,17.12097,16.3526,15.95172,15.65031,GALAXY,0.05296576,1.87299E-05
19.52316,18.31856,17.78123,17.55579,17.44818,STAR,-0.000706626,1.620278E-05
18.85739,16.9586,16.10426,15.68602,15.35294,GALAXY,0.0552277,2.481039E-05
19.07574,17.57822,17.01948,16.82675,16.73403,STAR,-1.730474E-05,7.887881E-06
18.45357,17.24385,16.68974,16.32322,16.10371,GALAXY,0.05247898,7.680221E-06
19.4559,18.01052,17.43609,17.22558,17.07586,STAR,-0.0001551976,1.025618E-05
18.86658,18.96773,19.38473,19.6753,19.97746,STAR,-0.0003963814,5.335715E-05
18.34818,17.36995,17.03459,16.89745,16.84645,STAR,-0.0002201303,9.384038E-06
17.00935,17.23072,17.68556,18.02031,18.31917,STAR,-6.493006E-05,2.714191E-05
18.61727,17.14812,16.34911,15.9405,15.6475,GALAXY,0.08147202,1.559783E-05
19.03532,17.66645,17.11797,16.79561,16.59276,GALAXY,0.05590776,1.258186E-05
19.37815,18.46926,18.15859,18.04226,17.95944,STAR,-0.0004407661,1.42025E-05
19.19944,18.01112,17.59604,17.42427,17.36345,STAR,-0.0004701029,1.193459E-05
18.05739,18.4847,18.97423,19.32386,19.67211,STAR,0.0001579581,0.0001679277
19.24582,19.08454,18.87939,18.68447,18.47055,QSO,2.110941,0.0003480674
19.58042,17.72615,17.0119,16.76271,16.59194,STAR,0.0001587918,8.21813E-06
18.06136,17.16578,16.84652,16.7134,16.66024,STAR,-0.0001473395,1.241365E-05
18.52737,17.09473,16.3672,15.97164,15.68058,GALAXY,0.04825955,1.457106E-05
19.31329,19.25706,19.02862,19.11489,19.0817,QSO,1.007874,0.0004460434
18.7934,17.57708,17.10895,16.84433,16.65884,GALAXY,0.04887975,1.40721E-05
16.70794,15.62198,15.37662,15.32866,15.32415,STAR,-0.0001737072,1.072951E-05
18.93329,17.55962,16.87199,16.63896,16.52953,STAR,1.755643E-05,1.075958E-05
18.72026,17.24212,16.58926,16.28506,16.11555,STAR,-0.0003573308,9.488394E-06
19.29261,18.08631,17.49861,17.13456,16.96773,GALAXY,0.1145807,1.119978E-05
18.82518,18.5887,18.45034,18.21079,18.16803,QSO,1.634429,0.0003243877
19.41761,18.34938,17.84383,17.48113,17.28155,GALAXY,0.1179307,6.803893E-06
17.59921,15.92002,15.10688,14.6665,14.27773,GALAXY,0.03366178,1.254077E-05
18.66607,16.73853,15.8493,15.42382,15.08889,GALAXY,0.05695425,1.540128E-05
19.4398,17.45696,16.47113,15.98183,15.57368,GALAXY,0.07115661,1.941012E-05
19.17034,18.79299,18.59136,18.3345,18.32643,QSO,1.493584,0.0003239299
18.57072,17.06704,16.46863,17.50399,16.10074,STAR,-2.14195E-05,9.03159E-06
19.56819,18.41021,18.02583,17.74629,17.67874,GALAXY,0.05359558,8.076797E-06
18.85733,16.87599,15.91645,15.49376,15.14194,GALAXY,0.09015094,1.44032E-05
19.37286,18.06395,17.63644,17.41558,17.37526,GALAXY,0.04352392,1.479824E-05
19.32314,18.03193,17.38043,17.00191,16.72159,GALAXY,0.08933187,8.330666E-06
19.22071,19.02276,18.91621,18.85636,18.81167,QSO,0.8402198,0.0003572696
19.33038,18.13289,17.76135,17.51944,17.34799,GALAXY,0.06618428,9.285776E-06
17.24925,15.48848,14.64475,14.23561,13.87057,GALAXY,0.04135969,1.532001E-05
19.32861,17.50073,16.46787,15.99003,15.59033,GALAXY,0.1252504,2.077889E-05
18.28353,16.41001,15.4443,14.98676,14.61774,GALAXY,0.08374263,1.850014E-05
18.8575,17.84733,17.50364,17.38232,17.32072,STAR,-0.000627041,1.070036E-05
18.8034,18.60302,18.42258,18.20955,18.25472,QSO,1.472875,0.0002463968
17.63174,16.23689,15.74656,15.56217,15.48621,STAR,-7.040733E-05,8.280716E-06
19.52373,19.33609,19.47183,19.5942,19.67325,QSO,0.750564,0.000367037
19.25185,17.92846,17.45021,17.138,16.92774,GALAXY,0.06173629,1.288832E-05
19.10231,17.81115,17.28337,17.0009,16.75783,GALAXY,0.05221922,1.071554E-05
16.78379,15.69038,15.46257,15.39764,15.41147,STAR,-0.0001375231,1.030451E-05
16.71693,15.42541,14.6635,14.2402,13.92334,GALAXY,0.03137427,6.322835E-06
17.58815,15.9127,15.14435,14.73014,14.37622,GALAXY,0.04167815,1.452873E-05
18.97276,17.7906,17.17728,16.80967,16.56348,GALAXY,0.09200189,6.755075E-06
18.76974,17.04053,16.09661,15.70561,15.35284,GALAXY,0.09784032,2.159732E-05
18.73829,16.83508,15.96637,15.53129,15.1881,GALAXY,0.05199325,1.275388E-05
19.41389,18.2225,17.63267,17.21566,17.08059,GALAXY,0.1217858,7.922201E-06
18.76328,16.87333,16.0021,15.58036,15.24868,GALAXY,0.04264135,1.330016E-05
18.40205,16.83067,16.1857,15.80569,15.52885,GALAXY,0.06141363,9.058928E-06
19.10173,17.39226,16.31299,15.85086,15.47522,GALAXY,0.166888,2.265101E-05
19.20602,18.2247,17.75594,17.43981,17.30257,GALAXY,0.08284219,5.327529E-06
18.16077,17.03671,16.58579,16.29761,16.11074,GALAXY,0.05166372,8.42667E-06
19.39217,18.04204,17.47032,17.03476,16.73849,GALAXY,0.06965429,7.390411E-06
18.62761,18.57111,18.56151,18.41875,18.36511,QSO,1.902109,0.0002885027
18.99947,17.66867,17.14615,16.7904,16.58564,GALAXY,0.06945635,6.826756E-06
19.55061,17.56676,16.65952,16.22975,15.916,GALAXY,0.07025528,2.172552E-05
16.84045,15.97736,15.60112,15.38273,15.22032,GALAXY,0.03206741,7.552756E-06
19.5167,18.39787,18.27791,18.28288,18.28206,STAR,0.0005556964,1.726473E-05
19.0309,17.0228,16.0425,15.56783,15.21649,GALAXY,0.06788909,1.838135E-05
18.7977,17.35688,16.50346,16.06291,15.70448,GALAXY,0.1467495,2.196517E-05
17.82525,16.61189,16.11439,15.84054,15.61599,GALAXY,0.03741146,1.034587E-05
19.56802,18.55302,18.1806,18.19056,18.01012,STAR,-0.0005001923,1.115447E-05
19.5786,18.23044,17.58714,17.2149,17.03022,GALAXY,0.1214498,1.841829E-05
19.38433,18.23932,18.01468,17.94559,17.92101,STAR,-0.0005292003,1.161891E-05
17.57736,15.70623,14.86504,14.45463,14.16122,GALAXY,0.05092132,1.485905E-05
18.95224,17.50297,16.94065,16.58562,16.28668,GALAXY,0.04254298,7.476779E-06
18.96773,17.80434,17.52204,17.20851,17.06586,STAR,0.0001930414,1.391763E-05
19.50108,18.49816,18.19109,18.04846,18.01117,STAR,-0.0009570559,1.827633E-05
18.85291,16.85818,15.89484,15.37933,14.96069,GALAXY,0.07151978,2.031234E-05
16.56172,15.22109,14.9797,15.12802,15.06627,STAR,-8.415902E-05,5.812546E-06
18.34829,16.94956,16.29626,15.91621,15.6574,GALAXY,0.0970557,1.041879E-05
19.12614,17.16497,16.21081,15.78697,15.43452,GALAXY,0.08596448,1.549159E-05
18.87028,17.59512,17.14997,16.85957,16.75359,GALAXY,0.05340587,8.589474E-06
19.34235,18.37089,18.03176,17.89131,17.8712,STAR,-4.260246E-05,2.084469E-05
19.32981,18.38611,18.0075,17.85852,17.80697,STAR,-0.0003954568,1.610095E-05
19.37494,18.27149,17.8734,17.60138,17.41389,GALAXY,0.04212252,5.798981E-06
19.3469,18.43258,18.10868,17.97053,17.88089,STAR,-0.0002321137,2.266588E-05
18.49967,17.56525,17.30228,17.19441,17.15284,STAR,-8.310982E-05,9.716093E-06
19.23117,18.16175,17.68918,17.3616,17.26183,GALAXY,0.1133964,9.43614E-06
17.86116,16.83582,16.54796,16.44216,16.40382,STAR,-0.0007156414,1.036562E-05
15.97591,14.81621,14.48556,14.5031,14.40917,STAR,0.0001684055,7.318932E-06
18.77222,17.20423,16.47421,16.04308,15.72912,GALAXY,0.06645375,8.242024E-06
19.33475,17.79249,17.14447,16.78752,16.53131,GALAXY,0.04999806,9.459261E-06
18.73988,17.61889,17.08677,16.75873,16.52974,GALAXY,0.05086304,7.692675E-06
18.78382,17.75384,17.20644,16.81583,16.60244,GALAXY,0.07305365,8.927378E-06
19.43209,17.97095,17.25332,16.80557,16.51513,GALAXY,0.08757727,7.506047E-06
19.21809,17.70018,16.99183,16.62339,16.32559,GALAXY,0.07674151,2.272887E-05
19.10228,17.91022,17.31967,16.95812,16.74023,GALAXY,0.0893831,8.120459E-06
18.73,17.76247,17.41856,17.23002,17.24519,STAR,-0.0003635802,1.1998E-05
19.36322,18.17229,17.61638,17.25366,17.07071,GALAXY,0.1077642,1.204657E-05
19.43451,18.37021,17.59178,17.15618,16.9798,GALAXY,0.2174189,1.22494E-05
19.57387,17.546,16.58541,16.1305,15.81848,GALAXY,0.1234171,1.59506E-05
19.17321,18.95845,18.79981,18.66759,18.72482,QSO,1.474173,0.0003124837
18.80142,17.91998,17.69638,17.48682,17.46706,STAR,-0.000269744,3.528512E-05
18.43587,16.81934,15.96168,15.49612,15.18816,QSO,0.09354089,3.238992E-05
19.46372,17.24279,16.19585,15.74711,15.38444,GALAXY,0.1109016,2.246929E-05
19.55203,18.10436,17.31484,16.90162,16.59425,GALAXY,0.110904,1.040576E-05
17.96899,17.03797,16.72583,16.60348,16.5358,STAR,-0.000722967,1.196499E-05
19.56081,18.11342,17.43337,17.04482,16.72558,GALAXY,0.06507612,1.276801E-05
19.51011,18.0398,17.29437,16.89562,16.5912,GALAXY,0.104592,1.001923E-05
19.50867,18.11271,17.3701,16.96336,16.70942,GALAXY,0.08671056,1.289402E-05
17.10334,15.97402,15.88392,15.87173,15.9135,STAR,-0.0007504962,8.062642E-06
18.86503,17.18834,16.36095,15.90241,15.53711,GALAXY,0.03052772,2.13943E-05
19.21416,17.82754,17.09657,16.65872,16.35755,GALAXY,0.1167523,9.679589E-06
18.85785,18.73699,19.06379,19.25592,19.57812,STAR,-0.0001930342,5.158484E-05
18.55494,17.28413,16.7694,16.46293,16.25039,GALAXY,0.03301059,6.728279E-06
18.65139,16.70793,15.80282,15.36783,15.01555,GALAXY,0.04094406,1.105595E-05
18.23828,17.10977,16.60563,16.27119,16.03655,GALAXY,0.0854402,6.706156E-06
18.51065,17.15298,16.62455,16.4689,16.41918,STAR,7.49049E-05,8.499296E-06
18.53915,16.68378,15.82068,15.40604,15.09124,GALAXY,0.05279991,1.376003E-05
18.93816,17.10375,16.16286,15.75828,15.4808,GALAXY,0.06670517,2.422575E-05
19.06182,17.98891,17.59081,17.19306,17.10876,GALAXY,0.1058057,7.567236E-06
17.57041,16.32432,15.77344,15.41957,15.18436,GALAXY,0.05130138,7.466821E-06
17.99308,17.74753,17.72236,17.77153,17.6904,QSO,0.855771,7.64568E-05
16.48283,15.25317,15.67233,15.57779,15.62794,STAR,-0.0009251582,4.108824E-06
18.28948,17.19849,16.85193,16.73775,16.68218,STAR,-0.0007148742,8.942955E-06
17.25694,16.68735,16.33405,16.18259,15.92074,GALAXY,0.02968992,9.344537E-06
19.2777,19.40481,19.09354,19.09185,19.07401,QSO,1.340284,0.0003023912
19.14606,17.25942,16.39087,15.98949,15.66531,GALAXY,0.05306903,1.56576E-05
19.34314,19.06883,19.0496,19.01357,18.87125,QSO,2.15908,0.0001764987
18.75879,17.20324,16.85559,16.59973,16.45942,GALAXY,0.07136259,7.110657E-06
19.52633,18.31941,17.62233,17.16567,16.95277,GALAXY,0.1737571,8.278093E-06
19.4653,19.26494,19.15899,18.95086,18.9576,QSO,1.494612,0.0004615846
18.99493,17.7982,17.25757,17.05509,16.95466,STAR,-0.0005683001,9.152985E-06
18.26444,17.31188,16.942,16.78302,16.70749,STAR,-0.0007144018,1.141906E-05
19.1913,17.62421,16.8354,16.39772,16.12257,GALAXY,0.07124407,2.082056E-05
18.46307,18.19806,18.00446,17.93401,17.89174,QSO,1.250743,0.0002248806
15.98736,13.95654,13.05321,12.60629,12.3188,GALAXY,0.0436739,1.350976E-05
19.04203,17.48678,16.65999,16.23156,15.90202,GALAXY,0.07125106,1.290554E-05
17.93148,16.78516,16.62127,16.58641,16.61373,STAR,-0.0001757585,1.031084E-05
17.88542,16.76741,16.36676,16.21979,16.14365,STAR,4.248618E-05,8.47616E-06
17.1432,16.18038,15.86616,15.73279,15.68753,STAR,-0.001130007,1.195009E-05
18.26637,16.96838,16.40117,16.18967,16.0532,STAR,-0.0001412627,7.760894E-06
17.30064,15.8811,15.32017,15.08658,14.95357,STAR,-0.0008478547,9.904316E-06
16.18769,14.99723,14.71872,14.75669,14.64117,STAR,-4.910829E-05,7.574552E-06
19.40878,18.31528,17.90759,17.54591,17.39703,GALAXY,0.08931931,5.486563E-06
18.39824,17.27085,16.93253,16.76692,16.56459,STAR,-0.0005103487,1.360717E-05
